time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-02-05,3.5,1.3,5.0,4.4,0.0,95.0,6.1,21.0,1037.9,0.0
2023-02-06,3.6,1.5,6.7,0.0,0.0,52.0,11.4,38.2,1040.5,342.0
2023-02-07,0.9,-3.4,4.5,0.0,0.0,54.0,10.1,36.0,1041.2,547.0
2023-02-08,-0.3,-5.1,5.2,0.0,0.0,73.0,9.2,23.0,1039.3,552.0
2023-02-09,-2.0,-6.0,3.2,0.0,0.0,138.0,6.1,17.6,1036.2,523.0
2023-02-10,0.1,-5.6,5.7,0.0,0.0,204.0,8.6,27.0,1039.9,97.0
2023-02-11,4.1,-1.0,7.2,0.0,0.0,217.0,12.2,32.4,1038.1,9.0
2023-02-12,6.9,4.3,9.7,0.0,0.0,89.0,6.1,30.6,1039.8,43.0
2023-02-13,6.2,1.1,12.4,0.0,0.0,73.0,7.6,24.1,1039.0,566.0
2023-02-14,1.2,-1.3,3.6,0.0,0.0,66.0,6.0,21.0,1036.4,
2023-02-15,2.0,-1.3,5.6,0.0,,171.0,5.9,18.5,1030.8,
2023-02-16,4.2,-0.3,8.5,0.6,,209.0,11.0,29.6,1027.7,
2023-02-17,9.7,7.1,11.8,,,209.0,22.3,46.3,1025.1,
2023-02-18,9.9,6.6,11.4,,,239.0,20.0,40.8,1024.7,
2023-02-19,5.9,2.8,8.0,,,328.0,10.5,25.9,1027.8,
2023-02-20,3.8,0.3,7.7,,,136.0,8.7,24.1,1029.9,
2023-02-21,4.2,0.8,7.6,,,172.0,9.5,22.2,1027.7,
2023-02-22,5.3,2.9,8.4,,,202.0,11.0,27.8,1023.5,
2023-02-23,5.0,3.5,7.3,,,236.0,12.6,29.6,1020.6,
2023-02-24,4.3,2.4,6.9,,,252.0,11.8,27.8,1018.3,
